,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
226,0c7iv9uZbI9FNF2ei5fRow,0.466,0.491,0,-7.813,0.0261,0.184,0.0,0.087,0.383,92.046
227,1iXu9LKkZZxQMnx3XgZAIS,0.437,0.359,10,-12.401,0.0479,0.522,0.0,0.128,0.292,140.071
228,1A6gT680oQr98VtDkNzys7,0.559,0.763,0,-4.16,0.105,0.403,0.0,0.127,0.349,91.069
229,3OHfY25tqY28d16oZczHc8,0.644,0.728,8,-5.75,0.0351,0.0543,0.169,0.161,0.43,88.993
230,4zeheKAKb8Y42KOM6u2xJk,0.44,0.483,9,-5.379,0.0285,0.57,0.00988,0.321,0.225,119.672
231,3GZD6HmiNUhxXYf8Gch723,0.913,0.603,8,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061
232,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769
233,2VWIsiAAmfpBrGqTsfRXA2,0.452,0.238,2,-11.963,0.0335,0.895,0.0,0.169,0.399,112.702
234,6FEc2YbXsy7yxg4LkRkqEr,0.632,0.398,10,-13.233,0.254,0.332,0.0,0.112,0.319,162.032
235,0oaY19dUwZimIgzn3ZZLZO,0.583,0.444,9,-8.601,0.0456,0.593,0.0,0.353,0.167,119.59
236,1V3vK5ssq5lXCYp07p254g,0.519,0.131,0,-14.923,0.0289,0.692,0.0,0.13,0.155,74.902
237,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
238,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684
239,0KpWiHVmIFDTvai20likX4,0.382,0.401,0,-8.955,0.0851,0.286,0.0,0.0851,0.145,185.636
240,3XC70fONCTv5t7UYGEFsVS,0.559,0.334,0,-8.047,0.0308,0.774,4.02e-05,0.116,0.119,110.053
241,6GFfDRG1Sff3IZaD0TYro4,0.548,0.515,1,-5.379,0.0562,0.22,0.0,0.0611,0.339,164.801
242,1KIJclzEbNhSVw8tiHPWwE,0.498,0.81,7,-4.065,0.0263,0.00392,0.00717,0.0635,0.594,79.935
243,6ulibN36Fao5s9vq3NskuY,0.43,0.0389,2,-18.313,0.0356,0.987,0.897,0.0916,0.245,79.019
244,6pPLhloHxLWiMlAT5Xn1gw,0.464,0.126,11,-16.383,0.0647,0.816,3.67e-06,0.559,0.181,103.176
245,4P1L6AniTDJzANaubzWGYs,0.698,0.183,8,-20.188,0.299,0.462,0.000424,0.335,0.244,143.96
246,4wOpQBSTtbh9S86nxp0EJ1,0.55,0.424,9,-7.556,0.0357,0.321,0.0192,0.123,0.374,67.471
247,2SI00a2FkOm928vZ9IdPiF,0.608,0.539,9,-10.048,0.0363,0.524,4.02e-05,0.0913,0.206,129.164
248,5vUnjhBzRJJIAOJPde6zDx,0.745,0.65,2,-11.814,0.346,0.0451,0.00758,0.111,0.386,144.047
249,2TWv0DKOIQDnSnRZuE6qnJ,0.299,0.239,4,-12.778,0.0326,0.953,1.26e-06,0.0912,0.213,139.268
250,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,6,-9.72,0.133,0.765,9.67e-06,0.0839,0.338,168.924
251,7v3rmoy5jcn4h5UqwQyCM3,0.601,0.712,1,-9.433,0.0436,0.0848,0.0,0.461,0.389,114.97
252,6ATgDc6e4sPn84hvJsAmPt,0.407,0.416,6,-8.915,0.174,0.656,0.0,0.0981,0.246,176.947
253,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95
254,1DOgkaR5Gqa8JtPEIbQORC,0.677,0.541,6,-6.057,0.0571,0.48,0.0,0.125,0.379,103.369
255,3S8jK1mGzQi24ilFb45DAZ,0.619,0.241,11,-7.102,0.046,0.9,0.0,0.116,0.0719,79.461
256,6n2lTcZHfy3tRUFxSFYzy1,0.633,0.6,1,-9.529,0.0433,0.421,0.133,0.102,0.0483,115.55
257,3SbKO5FLy0g7HtEZ3z1t9Y,0.206,0.658,0,-6.561,0.036,0.0515,0.00576,0.133,0.0565,128.75
258,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,9,-8.953,0.042,0.868,0.0,0.0779,0.322,72.541
259,6wQgV6ZYt1snXyQV69mGT4,0.452,0.325,4,-8.687,0.0337,0.627,0.0,0.0645,0.33,97.987
260,2AHKsVXN6BjBO8SEVX6cBC,0.481,0.0759,6,-14.2,0.0601,0.956,0.0,0.154,0.234,98.979
261,2zpZkOV7sD9C4Cv0cukoHV,0.655,0.572,3,-7.666,0.0535,0.646,1.81e-06,0.0774,0.403,137.12
